"lineage","country_count"
"B.1.1.135","['(Switzerland,1)', '(Greece,1)', '(Canada,2)', '(Austria,1)', '(Togo,2)', '(Indonesia,5)', '(Slovenia,1)', '(Sweden,1)', '(Russia,1)', '(USA,164)', '(Israel,2)', '(Japan,9)', '(Argentina,1)', '(United Kingdom,1)']"
"B.1.1.136","['(Japan,1)', '(Australia,36)', '(United Kingdom,1)', '(Russia,1)', '(Turkey,9)', '(USA,3)', '(Italy,1)', '(Kazakhstan,15)']"
"B.1.1.137","['(United Kingdom,72)', '(USA,1)', '(Turkey,1)']"
"B.1.1.138","['(Hong Kong,1)', '(United Kingdom,163)']"
"B.1.1.139","['(USA,40)']"
"B.1.1.14","['(United Kingdom,58)']"
"B.1.1.141","['(Georgia,5)', '(Russia,104)', '(Luxembourg,1)', '(France,1)', '(Latvia,233)', '(USA,1)', '(Kazakhstan,1)', '(Israel,3)', '(Australia,2)', '(Netherlands,5)', '(United Kingdom,2)', '(Germany,54)', '(Austria,1)', '(Switzerland,1)', '(Slovenia,3)', '(Lithuania,2)', '(Hong Kong,1)', '(India,1)', '(Denmark,2)', '(Sweden,14)', '(Finland,1)', '(Spain,1)']"
"B.1.1.142","['(Mexico,1)', '(USA,15)', '(Turkey,2)', '(United Kingdom,1)', '(Iceland,6)', '(Austria,3)', '(Bangladesh,1)', '(Germany,5)', '(Russia,1)', '(Switzerland,1)', '(Belgium,2)', '(Australia,19)', '(Greece,1)']"
"B.1.1.144","['(Austria,1)', '(Germany,3)', '(South Korea,1)', '(Switzerland,26)', '(Denmark,1)', '(United Kingdom,3)']"
"B.1.1.145","['(Switzerland,2)', '(United Kingdom,21)', '(Guadeloupe,1)', '(Rwanda,1)']"
"B.1.1.147","['(United Kingdom,12)']"
"B.1.1.148","['(India,1)', '(United Kingdom,1)', '(USA,66)', '(Turkey,3)']"
"B.1.1.149","['(United Kingdom,61)']"
"B.1.115","['(United Kingdom,12)', '(Israel,18)', '(USA,9)']"
"B.1.1.15","['(United Kingdom,40)']"
"B.1.1.152","['(Finland,1)', '(Germany,3)', '(Russia,20)']"
"B.1.1.153","['(Netherlands,13)', '(Belgium,34)', '(France,17)', '(Austria,26)', '(Denmark,280)', '(Poland,123)', '(Switzerland,24)', '(USA,1)', '(South Korea,1)', '(Australia,1)', '(Croatia,6)', '(United Kingdom,46)', '(Sweden,22)', '(Czech Republic,12)', '(Norway,55)', '(Iceland,41)', '(Canada,1)', '(Germany,116)', '(Finland,3)', '(Lithuania,5)', '(Sint Maarten,1)']"
"B.1.1.154","['(United Kingdom,25)']"
"B.1.1.155","['(United Kingdom,14)']"
"B.1.1.157","['(India,1)', '(Canada,935)']"
"B.1.1.158","['(Peru,5)', '(Greece,1)', '(USA,66)']"
"B.1.1.159","['(Norway,8)', '(Lithuania,13)', '(France,3)', '(Latvia,17)', '(Israel,1)', '(South Korea,1)', '(Canada,4)', '(Germany,13)', '(Finland,1)', '(Luxembourg,8)', '(Estonia,6)', '(Japan,2)', '(United Kingdom,11)', '(Australia,3)', '(Sweden,6)', '(Italy,2)', '(USA,4)', '(Russia,2)', '(Switzerland,2)', '(Slovenia,5)', '(Ukraine,7)', '(Iceland,1)', '(Portugal,3)', '(Poland,5)', '(Denmark,40)']"
"B.1.116","['(USA,85)']"
"B.1.1.16","['(Greece,1)', '(United Kingdom,11)', '(Peru,1)', '(Belgium,1)', '(Luxembourg,1)', '(Japan,2)', '(Latvia,1)', '(Armenia,1)', '(Russia,3)']"
"B.1.1.160","['(United Kingdom,10)']"
"B.1.1.161","['(Slovenia,9)', '(Philippines,1)', '(Brazil,13)', '(Saudi Arabia,41)', '(Germany,39)', '(United Kingdom,10)', '(Spain,4)', '(Netherlands,2)', '(Mexico,12)', '(Denmark,2)', '(Italy,8)', '(Switzerland,12)', '(Romania,1)', '(India,1)', '(Belgium,1)', '(France,2)', '(Qatar,1)', '(Thailand,1)', '(United Arab Emirates,2)', '(Hong Kong,1)', '(Austria,6)', '(USA,38)', '(Czech Republic,16)', '(Finland,14)', '(Australia,3)', '(Mozambique,1)', '(Israel,4)', '(Turkey,11)']"
"B.1.1.162","['(Netherlands,1)', '(Iceland,22)', '(United Kingdom,3)', '(Belgium,1)', '(Russia,2)', '(Germany,1)', '(Latvia,3)']"
"B.1.1.163","['(USA,1)', '(Denmark,1)', '(Qatar,14)', '(United Kingdom,2)', '(Germany,3)', '(Russia,61)', '(Armenia,21)', '(Slovakia,3)', '(Belgium,2)', '(Japan,1)', '(Australia,5)', '(Philippines,1)', '(South Korea,1)', '(Finland,1)', '(Hungary,1)', '(Netherlands,6)']"
"B.1.1.164","['(Australia,2)', '(Ecuador,1)', '(India,1)', '(Switzerland,1)', '(USA,1)', '(Canada,7)', '(Japan,2)', '(Netherlands,1)', '(Finland,1)', '(United Kingdom,178)']"
"B.1.1.165","['(United Kingdom,65)']"
"B.1.1.166","['(Japan,1)', '(USA,1)', '(Turkey,2)', '(South Africa,4)', '(South Korea,2)', '(Philippines,3)', '(United Kingdom,32)', '(Canada,1)', '(Russia,4)', '(Peru,1)', '(Spain,1)', '(Italy,2)']"
"B.1.1.168","['(United Kingdom,30)', '(USA,10)']"
"B.1.1.169","['(USA,48)']"
"B.1.117","['(United Kingdom,77)', '(USA,4)']"
"B.1.1.17","['(Japan,1)', '(Madagascar,1)', '(Iceland,52)', '(Reunion,1)']"
"B.1.1.170","['(Germany,123)', '(Austria,26)', '(Poland,35)', '(Greece,4)', '(Netherlands,8)', '(United Kingdom,97)', '(Slovakia,31)', '(Israel,1)', '(Denmark,233)', '(USA,3)', '(Norway,54)', '(Ireland,2)', '(Croatia,1)', '(Sweden,27)', '(Iceland,66)', '(Luxembourg,4)', '(Japan,1)', '(Switzerland,23)', '(Belgium,6)', '(United Arab Emirates,1)']"
"B.1.1.171","['(Germany,2)', '(Poland,2)', '(Iceland,1)', '(USA,1)', '(United Kingdom,236)', '(Canada,1)', '(Turkey,1)']"
"B.1.1.172","['(USA,50)', '(Italy,1)']"
"B.1.1.174","['(United Kingdom,7)', '(Japan,5)', '(Sweden,1)', '(Turkey,7)', '(Ireland,11)', '(Switzerland,1)', '(Canada,1)', '(Myanmar,1)', '(Nepal,1)', '(India,13)', '(Philippines,6)', '(Ghana,1)', '(Italy,3)', '(Indonesia,1)', '(Germany,1)', '(France,1)', '(Hong Kong,2)', '(USA,189)', '(Poland,1)', '(South Africa,1)', '(Russia,1)']"
"B.1.1.175","['(Bangladesh,12)']"
"B.1.1.176","['(Singapore,1)', '(Belgium,1)', '(Canada,1369)', '(Monaco,1)', '(USA,1)']"
"B.1.1.177","['(USA,37)']"
"B.1.1.178","['(United Kingdom,24)']"
"B.1.118","['(Denmark,115)']"
"B.1.1.180","['(USA,90)', '(Chile,2)']"
"B.1.1.181","['(Canada,196)', '(Turkey,22)']"
"B.1.1.182","['(Japan,1)', '(United Arab Emirates,4)', '(United Kingdom,6)']"
"B.1.1.184","['(Egypt,1)', '(Ireland,1)', '(Russia,15)', '(United Kingdom,1)']"
"B.1.1.185","['(Netherlands,12)', '(Iceland,1)']"
"B.1.1.186","['(Rwanda,1)', '(Japan,1)', '(Chile,1)', '(Canada,1)', '(United Kingdom,9)', '(France,1)', '(USA,245)', '(Philippines,1)']"
"B.1.1.187","['(Italy,93)', '(Bulgaria,4)', '(United Kingdom,14)']"
"B.1.1.189","['(Netherlands,13)', '(Canada,14)', '(Switzerland,74)', '(Sweden,5)', '(Australia,3)', '(Japan,1)', '(Israel,18)', '(France,10)', '(Greece,9)', '(Austria,4)', '(Germany,105)', '(Belgium,5)', '(Tunisia,2)', '(Denmark,52)', '(Turkey,191)', '(USA,2)', '(United Kingdom,86)']"
"B.1.119","['(USA,80)', '(United Kingdom,2)']"
"B.1.1.190","['(United Kingdom,17)']"
"B.1.1.191","['(USA,1)', '(Sweden,1)', '(Denmark,208)', '(Faroe Islands,1)']"
"B.1.1.192","['(Latvia,3)', '(Israel,2)', '(Australia,1)', '(United Arab Emirates,2)', '(Switzerland,1)', '(India,1)', '(Slovakia,1)', '(Germany,1)', '(Denmark,1)', '(Canada,2)', '(Philippines,1)', '(Brazil,1)', '(USA,282)', '(Spain,1)', '(Norway,1)', '(Bulgaria,8)', '(Bahamas,9)', '(Lithuania,1)', '(United Kingdom,7)', '(Russia,2)', '(Cyprus,1)', '(Greece,8)', '(Hong Kong,2)']"
"B.1.1.193","['(United Kingdom,9)']"
"B.1.1.194","['(Canada,1)', '(Russia,2)', '(Poland,3)', '(United Kingdom,154)', '(South Korea,1)', '(Germany,3)', '(USA,3)', '(India,9)', '(Denmark,1)', '(Belgium,1)', '(Spain,1)', '(Sweden,7)', '(Greece,34)', '(Portugal,1)', '(Ukraine,1)']"
"B.1.1.196","['(United Kingdom,165)', '(Gibraltar,1)']"
"B.1.1.197","['(United Kingdom,26)']"
"B.1.1.198","['(Portugal,28)', '(Poland,2)', '(Turkey,1)', '(Italy,5)', '(Luxembourg,68)', '(Netherlands,3)', '(Ireland,16)', '(Russia,2)', '(Denmark,5)', '(Australia,4)', '(Hong Kong,1)', '(Switzerland,2)', '(Japan,1)', '(United Kingdom,466)', '(Hungary,10)', '(Germany,12)', '(Mexico,1)', '(Greece,2)', '(Tunisia,4)', '(Spain,3)', '(USA,5)', '(Romania,3)', '(Austria,1)', '(Belgium,10)', '(Iceland,1)', '(France,3)']"
"B.1.12","['(United Kingdom,34)', '(Switzerland,3)', '(Germany,1)', '(Qatar,1)', '(France,5)', '(India,1)', '(Belgium,40)', '(USA,7)', '(Luxembourg,29)']"
"B.1.120","['(United Kingdom,129)']"
"B.1.1.200","['(Russia,1)', '(Zimbabwe,1)', '(Belgium,5)', '(United Kingdom,120)', '(Chile,2)', '(USA,3)']"
"B.1.1.201","['(Austria,1)', '(India,16)', '(USA,4)', '(United Kingdom,2)', '(Singapore,3)']"
"B.1.1.202","['(Italy,12)', '(Russia,1)']"
"B.1.1.203","['(United Kingdom,22)', '(United Arab Emirates,1)', '(Ecuador,2)']"
"B.1.1.204","['(Sweden,3)', '(Denmark,7)', '(Belgium,3)', '(Iceland,1)', '(United Kingdom,83)', '(Luxembourg,2)', '(Norway,87)', '(Poland,1)', '(Italy,2)', '(Bulgaria,1)', '(Czech Republic,1)', '(Germany,30)']"
"B.1.1.205","['(Japan,1)', '(France,2)', '(USA,187)', '(Greece,1)', '(Mexico,1)']"
"B.1.1.207","['(Russia,1)', '(Peru,1)', '(Indonesia,1)', '(Mexico,2)', '(New Zealand,4)', '(Ecuador,2)', '(Japan,2)', '(Costa Rica,1)', '(Turkey,1)', '(Switzerland,3)', '(USA,695)', '(Northern Mariana Islands,1)']"
"B.1.1.208","['(United Kingdom,78)', '(Indonesia,1)', '(Brazil,1)', '(United Arab Emirates,1)']"
"B.1.1.209","['(Denmark,1)', '(Netherlands,81)', '(Cyprus,1)', '(United Kingdom,26)']"
"B.1.1.210","['(Ireland,1)', '(Germany,1)', '(Greece,1)', '(USA,150)']"
"B.1.1.213","['(India,1)', '(United Kingdom,45)', '(Russia,2)', '(USA,6)', '(Togo,1)']"
"B.1.1.214","['(New Zealand,1)', '(China,1)', '(Singapore,1)', '(Chile,1)', '(Cambodia,1)', '(Austria,1)', '(Japan,17020)', '(Hong Kong,1)', '(Switzerland,2)', '(Australia,2)', '(South Korea,4)']"
"B.1.1.216","['(Latvia,2)', '(Germany,2)', '(Norway,4)', '(Bahrain,1)', '(Israel,6)', '(Indonesia,2)', '(Hong Kong,10)', '(Portugal,4)', '(United Kingdom,43)', '(Japan,18)', '(India,525)', '(New Zealand,4)', '(Singapore,7)', '(USA,22)', '(Australia,9)', '(Canada,30)', '(Nepal,3)', '(South Korea,2)', '(Denmark,4)', '(Qatar,5)', '(United Arab Emirates,3)']"
"B.1.1.217","['(United Kingdom,268)', '(Sweden,3)', '(Latvia,1)', '(Italy,3)', '(USA,2)']"
"B.1.1.218","['(Serbia,1)', '(Canada,1)', '(United Kingdom,43)', '(Italy,2)', '(France,1)', '(Denmark,11)', '(Greece,35)', '(Switzerland,4)', '(Cyprus,1)', '(Germany,8)', '(Philippines,1)', '(Belgium,3)', '(Sweden,1)', '(Bulgaria,5)']"
"B.1.1.219","['(Iceland,14)', '(Latvia,2)', '(Japan,1)', '(Norway,7)', '(Morocco,1)', '(United Kingdom,9)', '(Netherlands,1)', '(Luxembourg,3)', '(Sweden,4)', '(Austria,2)', '(Slovakia,1)', '(Denmark,99)', '(Greece,1)', '(USA,1)', '(Poland,19)', '(Czech Republic,4)', '(Switzerland,9)', '(Germany,22)']"
"B.1.1.220","['(Greece,2)', '(France,2)', '(Lithuania,1)', '(Ghana,1)', '(South Africa,2)', '(India,87)', '(Russia,18)', '(Switzerland,1)', '(Israel,1)', '(Cote d\'Ivoire,1)', '(Bangladesh,1)', '(Germany,17)', '(United Kingdom,237)', '(Belgium,5)', '(Burkina Faso,1)', '(Chile,1)', '(Bahrain,1)', '(Netherlands,1)', '(Peru,4)', '(Hong Kong,7)', '(Japan,71)', '(Turkey,6)', '(Finland,2)', '(Botswana,2)', '(Philippines,16)', '(USA,54)', '(Italy,1)', '(Indonesia,4)', '(Canada,4)']"
"B.1.1.221","['(Belgium,71)', '(Peru,9)', '(Norway,1)', '(Luxembourg,1)', '(Japan,1)', '(United Kingdom,1)', '(India,1)', '(Philippines,1)', '(Switzerland,2)', '(Netherlands,4)']"
"B.1.1.222","['(Belize,1)', '(Slovenia,1)', '(Austria,2)', '(Belgium,2)', '(Chile,1)', '(Argentina,3)', '(Taiwan,2)', '(USA,2420)', '(Canada,118)', '(Israel,1)', '(Japan,33)', '(Luxembourg,1)', '(Spain,9)', '(Mexico,564)', '(Norway,1)', '(Switzerland,3)', '(United Kingdom,3)', '(Germany,4)', '(Costa Rica,2)', '(South Korea,4)', '(Denmark,1)']"
"B.1.1.224","['(Denmark,53)', '(Germany,7)']"
"B.1.1.225","['(Canada,1)', '(USA,119)', '(Japan,1)']"
"B.1.1.226","['(USA,129)', '(Germany,1)', '(Canada,4)']"
"B.1.1.227","['(United Kingdom,229)']"
"B.1.1.228","['(USA,229)', '(Turkey,1)', '(Spain,15)', '(United Kingdom,1)']"
"B.1.1.229","['(Germany,2)', '(Italy,166)', '(Denmark,1)']"
"B.1.1.230","['(USA,86)']"
"B.1.1.231","['(Russia,1)', '(Aruba,1)', '(United Kingdom,1)', '(Greece,2)', '(South Korea,1)', '(Philippines,9)', '(Finland,1)', '(Colombia,1)', '(Ecuador,8)', '(Germany,3)', '(Mexico,1)', '(India,2)', '(USA,245)', '(Italy,1)']"
"B.1.1.232","['(Norway,3)', '(Finland,2)', '(Latvia,2)', '(France,1)', '(Germany,102)', '(Netherlands,45)', '(Greece,8)', '(United Kingdom,21)', '(Belgium,48)', '(Switzerland,16)', '(Japan,1)', '(Austria,26)', '(Turkey,5)', '(Iceland,206)', '(Spain,6)', '(Denmark,17)', '(USA,1)', '(Canada,7)']"
"B.1.1.234","['(Germany,6)', '(Iceland,1)', '(Ireland,4)', '(France,2)', '(United Kingdom,57)', '(Austria,7)']"
"B.1.1.236","['(Denmark,1)', '(United Kingdom,97)', '(Turkey,8)', '(Germany,30)']"
"B.1.1.237","['(United Kingdom,175)']"
"B.1.1.239","['(USA,27)', '(Ghana,2)']"
"B.1.124","['(Switzerland,1)', '(Canada,1)', '(USA,122)']"
"B.1.1.240","['(Belgium,4)', '(Germany,3)', '(United Kingdom,195)']"
"B.1.1.241","['(Reunion,1)', '(Madagascar,16)', '(United Arab Emirates,3)', '(Spain,1)', '(Ireland,1)', '(Greece,3)', '(Luxembourg,2)', '(Hong Kong,3)', '(Iceland,1)', '(Mayotte,2)', '(France,110)', '(Netherlands,5)', '(Slovenia,1)', '(Canada,3)', '(Denmark,16)', '(Belgium,15)', '(Portugal,3)', '(Finland,5)', '(United Kingdom,67)', '(Switzerland,12)', '(Germany,16)', '(Tunisia,1)', '(Italy,5)']"
"B.1.1.242","['(Gambia,13)', '(United Kingdom,1)', '(Switzerland,8)']"
"B.1.1.243","['(Russia,1)', '(Australia,10)', '(United Arab Emirates,4)', '(Japan,1)', '(Sweden,1)', '(United Kingdom,14)', '(Slovakia,2)', '(Germany,5)', '(Norway,17)', '(China,2)', '(Lithuania,133)', '(Latvia,1)', '(Turkey,6)', '(USA,5)', '(Spain,1)', '(Switzerland,10)', '(Poland,1)', '(Denmark,12)', '(Philippines,1)', '(Ukraine,14)', '(New Zealand,1)', '(Czech Republic,1)']"
"B.1.1.244","['(Canada,1)', '(USA,53)', '(Mexico,8)']"
"B.1.1.249","['(United Kingdom,14)']"
"B.1.1.25","['(Japan,11)', '(New Zealand,2)', '(South Africa,1)', '(Switzerland,1)', '(Peru,3)', '(Pakistan,1)', '(Hong Kong,2)', '(Canada,257)', '(Denmark,6)', '(Bangladesh,828)', '(France,1)', '(Bahrain,2)', '(Philippines,3)', '(Luxembourg,1)', '(United Kingdom,85)', '(United Arab Emirates,2)', '(Finland,1)', '(South Korea,6)', '(Thailand,1)', '(USA,125)', '(Australia,44)', '(Italy,21)', '(Germany,5)', '(Netherlands,1)', '(Singapore,6)', '(Cyprus,2)', '(Belgium,1)', '(India,27)', '(Israel,1)', '(Sri Lanka,1)']"
"B.1.1.251","['(Russia,1)', '(USA,60)']"
"B.1.1.253","['(United Kingdom,376)', '(France,3)', '(Japan,3)']"
"B.1.1.254","['(France,18)', '(South Africa,21)', '(China,1)', '(Australia,5)', '(Switzerland,1)', '(United Kingdom,13)', '(Germany,3)', '(New Zealand,2)', '(USA,11)', '(India,2)', '(Russia,1)', '(Spain,1)', '(Nigeria,1)', '(Hong Kong,2)', '(Japan,1)', '(Belgium,1)']"
"B.1.1.255","['(United Kingdom,319)']"
"B.1.1.256","['(United Kingdom,73)']"
"B.1.1.257","['(Portugal,2)', '(New Zealand,1)', '(Netherlands,22)', '(Singapore,2)', '(Sweden,1)', '(France,1)', '(United Kingdom,63)', '(USA,1)']"
"B.1.1.258","['(USA,262)', '(India,1)', '(Indonesia,1)', '(Philippines,2)']"
"B.1.126","['(Canada,2)', '(USA,481)', '(Australia,1)', '(Mexico,3)', '(Philippines,3)', '(Haiti,3)']"
"B.1.1.26","['(USA,188)', '(Japan,1)']"
"B.1.1.261","['(Denmark,37)', '(Norway,2)', '(Faroe Islands,8)', '(Sweden,48)', '(Germany,5)']"
"B.1.1.262","['(United Kingdom,64)']"
"B.1.1.263","['(Myanmar,1)', '(United Kingdom,5)', '(New Zealand,1)', '(USA,4)', '(Taiwan,1)', '(India,1)', '(Hong Kong,5)', '(Qatar,1)', '(Singapore,3)', '(Australia,1)', '(Japan,9)', '(United Arab Emirates,259)', '(Northern Mariana Islands,1)', '(Canada,1)', '(South Korea,4)', '(Guam,1)', '(Philippines,329)']"
"B.1.1.265","['(Japan,1)', '(USA,252)', '(Italy,1)', '(United Kingdom,1)', '(Costa Rica,1)', '(Canada,3)']"
"B.1.1.266","['(Italy,3)', '(Czech Republic,38)', '(Australia,1)', '(Austria,3)', '(United Kingdom,17)', '(Sweden,1)', '(Denmark,1)', '(Ireland,2)', '(Slovenia,1)', '(Slovakia,1)', '(Finland,2)', '(Germany,6)', '(Iceland,1)', '(South Korea,1)', '(Switzerland,4)']"
"B.1.1.267","['(Ireland,93)', '(Poland,1)']"
"B.1.1.268","['(USA,55)', '(United Kingdom,1)']"
"B.1.1.269","['(Gibraltar,11)', '(Netherlands,8)', '(Greece,1)', '(Ireland,1)', '(Spain,78)', '(Switzerland,32)', '(Portugal,16)', '(New Zealand,1)', '(Denmark,48)', '(Germany,4)', '(Norway,1)', '(Belgium,17)', '(France,55)', '(Finland,1)', '(United Kingdom,167)', '(Luxembourg,9)']"
"B.1.127","['(USA,3)', '(Canada,1)', '(Denmark,490)', '(Indonesia,1)', '(Germany,1)', '(Colombia,2)', '(Italy,2)', '(Ecuador,1)', '(Sweden,7)', '(Switzerland,1)']"
"B.1.1.27","['(Oman,153)', '(Bahrain,1)', '(Uganda,6)', '(United Kingdom,1)', '(United Arab Emirates,6)', '(India,1)']"
"B.1.1.270","['(United Kingdom,97)']"
"B.1.1.271","['(Austria,12)', '(Germany,5)']"
"B.1.1.272","['(Denmark,173)', '(United Kingdom,11)', '(Canada,4)']"
"B.1.1.273","['(South Africa,146)', '(Zambia,1)']"
"B.1.1.274","['(United Kingdom,85)', '(Norway,2)', '(Germany,2)', '(Brunei,2)', '(Peru,1)', '(Spain,4)', '(South Korea,1)', '(Crimea,1)', '(USA,41)', '(Mexico,1)', '(Bolivia,4)', '(Turkey,9)', '(India,5)', '(Canada,3)', '(Thailand,9)', '(Russia,31)', '(United Arab Emirates,1)', '(Japan,3)', '(Australia,1)', '(Singapore,2)', '(Belgium,2)', '(Uzbekistan,3)']"
"B.1.1.275","['(Democratic Republic of the Congo,19)', '(Angola,9)', '(United Kingdom,5)', '(Germany,1)', '(Namibia,4)', '(United Arab Emirates,3)']"
"B.1.1.277","['(Belgium,1)', '(South Korea,4)', '(Germany,79)', '(United Kingdom,221)', '(Ireland,5)', '(Spain,14)', '(Sweden,14)', '(Finland,2)', '(Greece,4)', '(Netherlands,9)', '(Czech Republic,26)', '(Switzerland,80)', '(Israel,1)', '(Poland,44)', '(Denmark,578)', '(Slovakia,1)', '(France,1)', '(USA,8)', '(Brazil,2)', '(Lithuania,4)', '(Norway,68)', '(Cyprus,3)', '(Italy,13)', '(Iceland,35)', '(Morocco,1)', '(Austria,10)', '(Japan,3)', '(Latvia,2)', '(Colombia,1)', '(Egypt,1)', '(Hungary,15)', '(Russia,1)']"
"B.1.1.279","['(United Kingdom,885)', '(Japan,1)', '(USA,1)', '(Australia,1)', '(Hong Kong,1)', '(Ireland,1)', '(Oman,1)']"
"B.1.128","['(Mexico,3)', '(Germany,1)', '(USA,2)', '(Qatar,1)', '(Canada,1183)', '(Democratic Republic of the Congo,39)', '(Switzerland,56)', '(France,9)', '(Spain,1)', '(United Kingdom,2)', '(Belgium,2)']"
"B.1.1.28","['(Germany,12)', '(Norway,3)', '(Italy,6)', '(French Guiana,34)', '(Indonesia,2)', '(Philippines,468)', '(India,3)', '(Colombia,1)', '(Mexico,12)', '(Gibraltar,4)', '(Uruguay,9)', '(Netherlands,4)', '(Turkey,2)', '(Singapore,1)', '(Chile,4)', '(Belgium,3)', '(Denmark,2)', '(France,8)', '(South Africa,1)', '(Mauritius,1)', '(USA,173)', '(Japan,64)', '(Czech Republic,1)', '(New Zealand,3)', '(Morocco,1)', '(Portugal,19)', '(Switzerland,6)', '(China,2)', '(Thailand,1)', '(Panama,2)', '(South Korea,5)', '(Argentina,10)', '(Peru,1)', '(Senegal,1)', '(Paraguay,32)', '(Luxembourg,1)', '(Ireland,2)', '(Israel,1)', '(Sweden,2)', '(Qatar,12)', '(Poland,4)', '(Taiwan,1)', '(Austria,1)', '(Brazil,1756)', '(Spain,35)', '(Canada,6)', '(Australia,14)', '(United Kingdom,32)']"
"B.1.1.280","['(Latvia,3)', '(Denmark,3)', '(Sweden,2)', '(United Kingdom,5)', '(Norway,6)', '(Germany,4)', '(Lithuania,293)']"
"B.1.1.282","['(Japan,15)', '(Netherlands,51)', '(Russia,1)', '(Turkey,15)', '(Spain,1)', '(Germany,2)', '(USA,1)', '(India,5)']"
"B.1.1.283","['(Japan,44)']"
"B.1.1.284","['(Hong Kong,2)', '(Australia,2)', '(Thailand,2)', '(Singapore,1)', '(South Korea,4)', '(Japan,9068)']"
"B.1.1.285","['(USA,25)', '(Japan,105)', '(Mexico,5)', '(South Korea,1)']"
"B.1.1.286","['(USA,1)', '(Netherlands,1)', '(United Kingdom,330)', '(Japan,1)', '(Germany,1)']"
"B.1.1.288","['(United Kingdom,7)', '(USA,1)', '(Turkey,2)', '(Germany,1)', '(France,2)', '(Denmark,501)']"
"B.1.1.289","['(United Kingdom,480)']"
"B.1.1.29","['(United Kingdom,97)']"
"B.1.1.290","['(USA,39)']"
"B.1.1.291","['(Zambia,1)', '(Latvia,6)', '(India,1)', '(USA,1154)', '(Japan,1)', '(Canada,6)', '(United Kingdom,3)', '(Russia,3)', '(Chile,2)', '(Colombia,1)', '(Greece,1)', '(Germany,1)']"
"B.1.1.294","['(France,1)', '(Iceland,3)', '(Belarus,1)', '(Czech Republic,4)', '(Austria,3)', '(Germany,63)', '(Luxembourg,2)', '(Israel,99)', '(China,5)', '(Japan,1)', '(Ireland,2)', '(Sweden,10)', '(Italy,3)', '(Denmark,146)', '(Netherlands,8)', '(Turkey,7)', '(Latvia,7)', '(Switzerland,9)', '(Estonia,8)', '(South Korea,10)', '(India,2)', '(Serbia,1)', '(United Kingdom,130)', '(Kazakhstan,2)', '(USA,11)', '(Uzbekistan,4)', '(Canada,4)', '(Togo,1)', '(Russia,105)', '(mongolia,1)', '(Ukraine,2)', '(Poland,2)']"
"B.1.1.296","['(United Kingdom,54)', '(Turkey,2)']"
"B.1.1.297","['(Luxembourg,48)', '(United Kingdom,2)', '(Spain,1)', '(Switzerland,5)', '(Iceland,1)', '(France,4)', '(Germany,178)', '(Belgium,120)', '(Canada,1)', '(Netherlands,55)']"
"B.1.1.298","['(Netherlands,1)', '(Denmark,1542)', '(Faroe Islands,1)']"
"B.1.1.299","['(United Kingdom,79)']"
"B.1.13","['(Belgium,1)', '(USA,3)', '(Australia,14)', '(Germany,1)', '(Colombia,1)', '(Singapore,1)', '(Iceland,6)', '(Portugal,1)', '(France,8)', '(Poland,2)', '(Ireland,1)', '(New Zealand,1)', '(United Kingdom,362)', '(Canada,6)', '(Peru,1)']"
"B.1.1.3","['(USA,1)', '(United Kingdom,112)']"
"B.1.1.30","['(Lithuania,13)']"
"B.1.1.300","['(United Kingdom,90)']"
"B.1.1.301","['(Italy,2)', '(United Kingdom,805)', '(Romania,1)', '(Greece,7)', '(Denmark,1)', '(USA,1)', '(Bulgaria,4)', '(South Korea,1)', '(Germany,14)']"
"B.1.1.302","['(USA,3)', '(Norway,20)', '(Latvia,26)', '(Denmark,121)', '(Sweden,254)', '(Japan,1)', '(United Kingdom,19)']"
"B.1.1.303","['(Germany,1)', '(United Kingdom,347)', '(Japan,1)']"
"B.1.1.304","['(Chile,1)', '(USA,369)', '(United Kingdom,3)', '(Canada,1)', '(Denmark,1)', '(Germany,1)', '(Philippines,1)']"
"B.1.1.305","['(Denmark,4)', '(Italy,10)', '(United Kingdom,97)', '(Sweden,1)', '(Norway,12)', '(Canada,1)', '(Switzerland,14)', '(Iceland,4)', '(Greece,46)', '(Japan,5)', '(USA,7)', '(Germany,35)']"
"B.1.1.306","['(Norway,1)', '(India,1616)', '(Denmark,3)', '(Bahrain,6)', '(Belgium,2)', '(Australia,4)', '(Mexico,1)', '(United Arab Emirates,4)', '(Singapore,5)', '(Zimbabwe,1)', '(Hong Kong,8)', '(Thailand,1)', '(Ghana,2)', '(United Kingdom,35)', '(New Zealand,2)', '(Zambia,17)', '(USA,48)', '(South Korea,2)', '(Mozambique,4)', '(Greece,5)', '(Japan,2)', '(France,2)', '(Spain,1)', '(Ireland,1)', '(Poland,1)', '(Canada,23)']"
"B.1.1.307","['(Senegal,1)', '(Peru,1)', '(United Kingdom,365)', '(Poland,2)', '(USA,2)', '(Spain,1)']"
"B.1.1.308","['(USA,2)', '(Denmark,1)', '(United Kingdom,81)']"
"B.1.1.309","['(United Kingdom,154)', '(Japan,5)', '(USA,36)', '(Philippines,1)']"
"B.1.131","['(Germany,21)', '(Norway,10)', '(Netherlands,3)', '(Russia,2)', '(Denmark,18)', '(Switzerland,3)', '(Iceland,1)', '(United Kingdom,29)', '(Spain,5)', '(USA,13)', '(Slovakia,1)', '(Israel,1)', '(Chile,2)', '(Latvia,4)', '(Canada,2)', '(Ukraine,3)', '(Italy,2)']"
"B.1.1.31","['(Russia,15)']"
